Total Transacitons Scanned: 5773
Relevant Transactions Found: 2028


>>> AUDIT FOR SYMBOL: TSLA <<<
------------------------------------------------------------------------------------------------------------------------
| Date       | ID                   | Type   | Side | Qty  | AdjQty | Mult | Split | RunQty (Adj) | Path
| 2024-07-11 | XjndUTofRQRYvcghdbHI | stock  | SELL | -700   | -700     | 1     | 1     | -273       | ...transactions/XjndUTofRQRYvcghdbHI
| 2024-07-12 | nLyxP6Zs0KE7zKKdaPbT | stock  | BUY  | 500    | 500      | 1     | 1     | 227        | ...transactions/nLyxP6Zs0KE7zKKdaPbT
| 2024-07-12 | lmRgN6wyxRnStqeJssUO | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/lmRgN6wyxRnStqeJssUO
| 2024-07-12 | epoNdQeg3rwfpa7InbMf | stock  | SHORT | -500   | -500     | 1     | 1     | -773       | ...transactions/epoNdQeg3rwfpa7InbMf
| 2024-07-12 | 8r8vjnZXoVImKRjofskP | stock  | SHORT | -200   | -200     | 1     | 1     | -973       | ...transactions/8r8vjnZXoVImKRjofskP
| 2024-07-12 | iwHiQodJGSn9lBExcNvr | stock  | SHORT | -100   | -100     | 1     | 1     | -1073      | ...transactions/iwHiQodJGSn9lBExcNvr
| 2024-07-19 | HqMGpK6egr3PdjJh9JYR | stock  | COVER | 800    | 800      | 1     | 1     | -273       | ...transactions/HqMGpK6egr3PdjJh9JYR
| 2024-07-22 | HiU03Zhq4PAnvcXtsxO5 | stock  | BUY  | 250    | 250      | 1     | 1     | -23        | ...transactions/HiU03Zhq4PAnvcXtsxO5
| 2024-07-22 | qwbomNzXvvNbBoF4slPq | stock  | SELL | -250   | -250     | 1     | 1     | -273       | ...transactions/qwbomNzXvvNbBoF4slPq
| 2024-07-22 | yFWnOO2drDyesweQh2IS | stock  | BUY  | 250    | 250      | 1     | 1     | -23        | ...transactions/yFWnOO2drDyesweQh2IS
| 2024-07-22 | WJzCVJEqbL76aM3rXMdC | stock  | SELL | -250   | -250     | 1     | 1     | -273       | ...transactions/WJzCVJEqbL76aM3rXMdC
| 2024-07-22 | ZwsOaETkMBcxgKezYp7w | stock  | SHORT | -300   | -300     | 1     | 1     | -573       | ...transactions/ZwsOaETkMBcxgKezYp7w
| 2024-07-22 | cU69uZUma8yLmn5i8VOL | stock  | COVER | 300    | 300      | 1     | 1     | -273       | ...transactions/cU69uZUma8yLmn5i8VOL
| 2024-07-22 | HncTuZfQG0tm8I6al3Nj | stock  | SHORT | -300   | -300     | 1     | 1     | -573       | ...transactions/HncTuZfQG0tm8I6al3Nj
| 2024-07-22 | 15NkjNE26Ot6MSjHEejB | stock  | COVER | 300    | 300      | 1     | 1     | -273       | ...transactions/15NkjNE26Ot6MSjHEejB
| 2024-07-22 | iXLiyHuJkpKGJnPgroSG | stock  | BUY  | 300    | 300      | 1     | 1     | 27         | ...transactions/iXLiyHuJkpKGJnPgroSG
| 2024-07-22 | V1xMVeX4OVybIqppVwrF | stock  | SELL | -300   | -300     | 1     | 1     | -273       | ...transactions/V1xMVeX4OVybIqppVwrF
| 2024-07-22 | z9HiX0jY5p9MFVy26T9Z | stock  | SHORT | -300   | -300     | 1     | 1     | -573       | ...transactions/z9HiX0jY5p9MFVy26T9Z
| 2024-07-22 | rCol3HfjgOQOColWPV3s | stock  | COVER | 300    | 300      | 1     | 1     | -273       | ...transactions/rCol3HfjgOQOColWPV3s
| 2024-07-22 | mKiveJj6mBzVsQHBK1ab | stock  | SHORT | -300   | -300     | 1     | 1     | -573       | ...transactions/mKiveJj6mBzVsQHBK1ab
| 2024-07-22 | 0jt3yg1hEU4skkdaxUeq | stock  | SHORT | -200   | -200     | 1     | 1     | -773       | ...transactions/0jt3yg1hEU4skkdaxUeq
| 2024-07-22 | Rmu5VxAjdqINDdidOIa8 | stock  | SHORT | -100   | -100     | 1     | 1     | -873       | ...transactions/Rmu5VxAjdqINDdidOIa8
| 2024-07-22 | qLI2wAAmZ4jwUwDQq4uo | stock  | COVER | 600    | 600      | 1     | 1     | -273       | ...transactions/qLI2wAAmZ4jwUwDQq4uo
| 2024-07-22 | 8hMGnUec4M59lGEkrzZd | stock  | BUY  | 500    | 500      | 1     | 1     | 227        | ...transactions/8hMGnUec4M59lGEkrzZd
| 2024-07-23 | MrI6KlwFcgMkAVTY36CF | stock  | BUY  | 150    | 150      | 1     | 1     | 377        | ...transactions/MrI6KlwFcgMkAVTY36CF
| 2024-07-25 | AcvwDHx8a6X7RM1owBqY | stock  | SELL | -150   | -150     | 1     | 1     | 227        | ...transactions/AcvwDHx8a6X7RM1owBqY
| 2024-07-26 | e60JobDLpxKZVA2QwMEi | stock  | SELL | -150   | -150     | 1     | 1     | 77         | ...transactions/e60JobDLpxKZVA2QwMEi
| 2024-07-26 | XZ4Bf4r9dzhZL9Zy3ZC8 | stock  | BUY  | 150    | 150      | 1     | 1     | 227        | ...transactions/XZ4Bf4r9dzhZL9Zy3ZC8
| 2024-07-29 | DHC7SZhzJpGaRx8V6Sk5 | stock  | SELL | -200   | -200     | 1     | 1     | 27         | ...transactions/DHC7SZhzJpGaRx8V6Sk5
| 2024-07-29 | VubNXkhn9oxt1wcmBBrA | stock  | SELL | -300   | -300     | 1     | 1     | -273       | ...transactions/VubNXkhn9oxt1wcmBBrA
| 2024-07-29 | PAe4PNE7jAAOTYsB7xso | stock  | BUY  | 300    | 300      | 1     | 1     | 27         | ...transactions/PAe4PNE7jAAOTYsB7xso
| 2024-07-29 | tyq5CXiAj6nM3Iq8skxY | stock  | SELL | -240   | -240     | 1     | 1     | -213       | ...transactions/tyq5CXiAj6nM3Iq8skxY
| 2024-07-30 | 40io49HQ7XX3EWhpKhed | stock  | BUY  | 240    | 240      | 1     | 1     | 27         | ...transactions/40io49HQ7XX3EWhpKhed
| 2024-07-31 | hMbJzPBphjGdePwX8sfh | stock  | SELL | -300   | -300     | 1     | 1     | -273       | ...transactions/hMbJzPBphjGdePwX8sfh
| 2024-07-31 | 9DRxOX2UBmGqU4m6Y98R | stock  | SHORT | -300   | -300     | 1     | 1     | -573       | ...transactions/9DRxOX2UBmGqU4m6Y98R
| 2024-07-31 | Q3ZkxXiSkqsjPbL4DzEy | stock  | COVER | 300    | 300      | 1     | 1     | -273       | ...transactions/Q3ZkxXiSkqsjPbL4DzEy
| 2024-07-31 | hu3LN1wC6pFHwBPaCc8a | stock  | BUY  | 300    | 300      | 1     | 1     | 27         | ...transactions/hu3LN1wC6pFHwBPaCc8a
| 2024-07-31 | JkRHmZAQjKwuEangG2Sy | stock  | SELL | -300   | -300     | 1     | 1     | -273       | ...transactions/JkRHmZAQjKwuEangG2Sy
| 2024-07-31 | aqbOr33j1imDC86nKTGb | stock  | SHORT | -350   | -350     | 1     | 1     | -623       | ...transactions/aqbOr33j1imDC86nKTGb
| 2024-07-31 | 8xda2LdWn9vWOXgZhGAP | stock  | COVER | 224    | 224      | 1     | 1     | -399       | ...transactions/8xda2LdWn9vWOXgZhGAP
| 2024-07-31 | dbmWzyaqEkO3pU6PlnLl | stock  | COVER | 126    | 126      | 1     | 1     | -273       | ...transactions/dbmWzyaqEkO3pU6PlnLl
| 2024-07-31 | qURv0wNxt8m8GY7Z5v8P | stock  | BUY  | 350    | 350      | 1     | 1     | 77         | ...transactions/qURv0wNxt8m8GY7Z5v8P
| 2024-07-31 | F371zIwdtHwb463F8tF2 | stock  | SELL | -350   | -350     | 1     | 1     | -273       | ...transactions/F371zIwdtHwb463F8tF2
| 2024-07-31 | tmAiFGaHWWMsV8PTvVbi | stock  | BUY  | 150    | 150      | 1     | 1     | -123       | ...transactions/tmAiFGaHWWMsV8PTvVbi
| 2024-07-31 | 0H3QEIUkL23ZgpqKRjcm | stock  | BUY  | 150    | 150      | 1     | 1     | 27         | ...transactions/0H3QEIUkL23ZgpqKRjcm
| 2024-07-31 | ghVTiohx7q1RvzMTO7Lu | stock  | SELL | -300   | -300     | 1     | 1     | -273       | ...transactions/ghVTiohx7q1RvzMTO7Lu
| 2024-07-31 | PIVTGGGLLcgsLGvFqT4l | stock  | BUY  | 350    | 350      | 1     | 1     | 77         | ...transactions/PIVTGGGLLcgsLGvFqT4l
| 2024-07-31 | 1FCWlvWrSUTuZ2CMZMxU | stock  | BUY  | 50     | 50       | 1     | 1     | 127        | ...transactions/1FCWlvWrSUTuZ2CMZMxU
| 2024-07-31 | qHsUtAuUmYx6iPSh2DlD | stock  | SELL | -400   | -400     | 1     | 1     | -273       | ...transactions/qHsUtAuUmYx6iPSh2DlD
| 2024-07-31 | tpNQKImAakffl8Cw8XrO | stock  | BUY  | 400    | 400      | 1     | 1     | 127        | ...transactions/tpNQKImAakffl8Cw8XrO
| 2024-07-31 | ucPtXu5dM3RcfKdzqtbs | stock  | SELL | -200   | -200     | 1     | 1     | -73        | ...transactions/ucPtXu5dM3RcfKdzqtbs
| 2024-07-31 | hguco2w9NWUQ8nA0JdwB | stock  | BUY  | 200    | 200      | 1     | 1     | 127        | ...transactions/hguco2w9NWUQ8nA0JdwB
| 2024-07-31 | WDvdCBxHOEbjmksS0FAY | stock  | BUY  | 100    | 100      | 1     | 1     | 227        | ...transactions/WDvdCBxHOEbjmksS0FAY
| 2024-07-31 | JpArmzKUvBjXZxzgsS5G | stock  | SELL | -400   | -400     | 1     | 1     | -173       | ...transactions/JpArmzKUvBjXZxzgsS5G
| 2024-08-01 | R3jamJOrwj4EqX3kpzNM | stock  | BUY  | 300    | 300      | 1     | 1     | 127        | ...transactions/R3jamJOrwj4EqX3kpzNM
| 2024-08-01 | SqAH519dta4Y7DGvrf6D | stock  | SELL | -400   | -400     | 1     | 1     | -273       | ...transactions/SqAH519dta4Y7DGvrf6D
| 2024-08-01 | KyftlDdeCx6KzTW21TrU | stock  | BUY  | 300    | 300      | 1     | 1     | 27         | ...transactions/KyftlDdeCx6KzTW21TrU
| 2024-08-01 | 3GS54HjOw5y1l9Jhegg6 | stock  | BUY  | 300    | 300      | 1     | 1     | 327        | ...transactions/3GS54HjOw5y1l9Jhegg6
| 2024-08-01 | qJl3KH11WWl519W9Wc8O | stock  | SELL | -600   | -600     | 1     | 1     | -273       | ...transactions/qJl3KH11WWl519W9Wc8O
| 2024-08-02 | 7ntW7KnmCOX1iuuD7fpG | stock  | BUY  | 300    | 300      | 1     | 1     | 27         | ...transactions/7ntW7KnmCOX1iuuD7fpG
| 2024-08-02 | iQreZGfBBr724ccBA51V | stock  | BUY  | 200    | 200      | 1     | 1     | 227        | ...transactions/iQreZGfBBr724ccBA51V
| 2024-08-02 | Drd30fIJMF0GsNJcmmXb | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/Drd30fIJMF0GsNJcmmXb
| 2024-08-02 | 9dls29o2C2sk90jnv6l7 | stock  | COVER | 2      | 2        | 1     | 1     | -271       | ...transactions/9dls29o2C2sk90jnv6l7
| 2024-08-02 | RauNajcW8sSmvI9r0O4G | stock  | COVER | 400    | 400      | 1     | 1     | 129        | ...transactions/RauNajcW8sSmvI9r0O4G
| 2024-08-02 | XPLFqZAROlRW1RP6uHLL | stock  | SHORT | -500   | -500     | 1     | 1     | -371       | ...transactions/XPLFqZAROlRW1RP6uHLL
| 2024-08-02 | c33AGZmrOkvCHVjVsj6p | stock  | COVER | 98     | 98       | 1     | 1     | -273       | ...transactions/c33AGZmrOkvCHVjVsj6p
| 2024-08-02 | iv7s8IM3yFhQERNqbOd9 | stock  | BUY  | 300    | 300      | 1     | 1     | 27         | ...transactions/iv7s8IM3yFhQERNqbOd9
| 2024-08-02 | eQeHIs6n9I7sECVMJUsb | stock  | BUY  | 100    | 100      | 1     | 1     | 127        | ...transactions/eQeHIs6n9I7sECVMJUsb
| 2024-08-02 | nedR0CM42sDQjm6VA7Y4 | stock  | SELL | -400   | -400     | 1     | 1     | -273       | ...transactions/nedR0CM42sDQjm6VA7Y4
| 2024-08-02 | tL5C0fTkYM5I9jlFaNEQ | stock  | SHORT | -400   | -400     | 1     | 1     | -673       | ...transactions/tL5C0fTkYM5I9jlFaNEQ
| 2024-08-02 | 6rHfxgfmKlKgzzcrTltN | stock  | COVER | 350    | 350      | 1     | 1     | -323       | ...transactions/6rHfxgfmKlKgzzcrTltN
| 2024-08-02 | sQVQmnoYWapVnsXGcqVU | stock  | COVER | 50     | 50       | 1     | 1     | -273       | ...transactions/sQVQmnoYWapVnsXGcqVU
| 2024-08-02 | oWhkpbaYO6HeNrNyeWWI | stock  | BUY  | 200    | 200      | 1     | 1     | -73        | ...transactions/oWhkpbaYO6HeNrNyeWWI
| 2024-08-02 | WUGltzO5unqd0D1yq2lE | stock  | BUY  | 200    | 200      | 1     | 1     | 127        | ...transactions/WUGltzO5unqd0D1yq2lE
| 2024-08-02 | EBoD0PZwgc4VYPPld5MT | stock  | SELL | -400   | -400     | 1     | 1     | -273       | ...transactions/EBoD0PZwgc4VYPPld5MT
| 2024-08-05 | pKpYvij4jAbg8bmZ4LQW | stock  | SHORT | -150   | -150     | 1     | 1     | -423       | ...transactions/pKpYvij4jAbg8bmZ4LQW
| 2024-08-05 | 5VVPQp3HEYxdX3Bh5WuG | stock  | COVER | 150    | 150      | 1     | 1     | -273       | ...transactions/5VVPQp3HEYxdX3Bh5WuG
| 2024-08-05 | 5wdlt5zClJ6iWF2UVPzz | stock  | BUY  | 150    | 150      | 1     | 1     | -123       | ...transactions/5wdlt5zClJ6iWF2UVPzz
| 2024-08-05 | V4X2lH24uFiAIn5NUeGf | stock  | SELL | -150   | -150     | 1     | 1     | -273       | ...transactions/V4X2lH24uFiAIn5NUeGf
| 2024-08-08 | PUxhoYXiviCq4IajGv4H | stock  | SHORT | -200   | -200     | 1     | 1     | -473       | ...transactions/PUxhoYXiviCq4IajGv4H
| 2024-08-08 | 7tDqOIotpD7EqSIu4Rlr | stock  | COVER | 200    | 200      | 1     | 1     | -273       | ...transactions/7tDqOIotpD7EqSIu4Rlr
| 2024-08-08 | WzNzA7WfkLoM5JDUqNdh | stock  | SHORT | -250   | -250     | 1     | 1     | -523       | ...transactions/WzNzA7WfkLoM5JDUqNdh
| 2024-08-08 | EU3ZMEH5FvAmMV3Al4Yd | stock  | SHORT | -150   | -150     | 1     | 1     | -673       | ...transactions/EU3ZMEH5FvAmMV3Al4Yd
| 2024-08-08 | T9JWokC7Hqb4NTO4GxdF | stock  | COVER | 400    | 400      | 1     | 1     | -273       | ...transactions/T9JWokC7Hqb4NTO4GxdF
| 2024-08-09 | Dj9GNNeWkcYxEuA9YaGv | stock  | BUY  | 200    | 200      | 1     | 1     | -73        | ...transactions/Dj9GNNeWkcYxEuA9YaGv
| 2024-08-09 | uhToJ9O42qXGQRIpDSMm | stock  | SELL | -200   | -200     | 1     | 1     | -273       | ...transactions/uhToJ9O42qXGQRIpDSMm
| 2024-08-09 | 7nCAS1b1yB46DsIDpkrN | stock  | SHORT | -200   | -200     | 1     | 1     | -473       | ...transactions/7nCAS1b1yB46DsIDpkrN
| 2024-08-09 | PXcNXA8e1pjHt7NHQ3Ev | stock  | COVER | 200    | 200      | 1     | 1     | -273       | ...transactions/PXcNXA8e1pjHt7NHQ3Ev
| 2024-08-09 | IaRJn7Znf0heJ4GZo1qn | stock  | BUY  | 200    | 200      | 1     | 1     | -73        | ...transactions/IaRJn7Znf0heJ4GZo1qn
| 2024-08-09 | KesTlUN6ahpl3E6lrGLR | stock  | SELL | -200   | -200     | 1     | 1     | -273       | ...transactions/KesTlUN6ahpl3E6lrGLR
| 2024-08-09 | WNKsHSUw4VUhyFVgaIMo | stock  | SHORT | -200   | -200     | 1     | 1     | -473       | ...transactions/WNKsHSUw4VUhyFVgaIMo
| 2024-08-09 | VXDhibXiBNHARUR9DH0a | stock  | COVER | 200    | 200      | 1     | 1     | -273       | ...transactions/VXDhibXiBNHARUR9DH0a
| 2024-08-12 | IDXlpVaK26yB4ebX17t6 | stock  | BUY  | 500    | 500      | 1     | 1     | 227        | ...transactions/IDXlpVaK26yB4ebX17t6
| 2024-08-12 | 5WIfx1lhg6Kkj7QCIbpU | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/5WIfx1lhg6Kkj7QCIbpU
| 2024-08-12 | NwA9wy8kfG4X5E3sTm11 | stock  | BUY  | 250    | 250      | 1     | 1     | -23        | ...transactions/NwA9wy8kfG4X5E3sTm11
| 2024-08-12 | O0EyGsF2fsVLumKei132 | stock  | BUY  | 250    | 250      | 1     | 1     | 227        | ...transactions/O0EyGsF2fsVLumKei132
| 2024-08-12 | Vkrkwg21LK7LKG1D4mS7 | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/Vkrkwg21LK7LKG1D4mS7
| 2024-08-13 | 6L3j7ypq4Bs87hY601n2 | stock  | BUY  | 500    | 500      | 1     | 1     | 227        | ...transactions/6L3j7ypq4Bs87hY601n2
| 2024-08-13 | 2Fyss3BHbVZfF47GU9Om | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/2Fyss3BHbVZfF47GU9Om
| 2024-08-13 | ORFzMrH8jcu4HSuWbUCq | stock  | BUY  | 555    | 555      | 1     | 1     | 282        | ...transactions/ORFzMrH8jcu4HSuWbUCq
| 2024-08-13 | tpJdEWAjm15BbPdtn4iN | stock  | SELL | -555   | -555     | 1     | 1     | -273       | ...transactions/tpJdEWAjm15BbPdtn4iN
| 2024-08-13 | kKOH9B8EBjBZGE8me3mu | stock  | BUY  | 577    | 577      | 1     | 1     | 304        | ...transactions/kKOH9B8EBjBZGE8me3mu
| 2024-08-13 | eXB3uBlUiBlaKq9O659w | stock  | SELL | -277   | -277     | 1     | 1     | 27         | ...transactions/eXB3uBlUiBlaKq9O659w
| 2024-08-13 | OAwQ7wgOAJ7W8O0oyCNn | stock  | BUY  | 277    | 277      | 1     | 1     | 304        | ...transactions/OAwQ7wgOAJ7W8O0oyCNn
| 2024-08-13 | wN6SdBWtxjUYBIspUAys | stock  | SELL | -577   | -577     | 1     | 1     | -273       | ...transactions/wN6SdBWtxjUYBIspUAys
| 2024-08-13 | LNX2tRXmvRQDW5wlxCBg | stock  | SHORT | -577   | -577     | 1     | 1     | -850       | ...transactions/LNX2tRXmvRQDW5wlxCBg
| 2024-08-13 | TthNZJNnIIpzuHMAAZZW | stock  | COVER | 377    | 377      | 1     | 1     | -473       | ...transactions/TthNZJNnIIpzuHMAAZZW
| 2024-08-13 | t7dRQSG4Ibyhpb2YiS3v | stock  | COVER | 200    | 200      | 1     | 1     | -273       | ...transactions/t7dRQSG4Ibyhpb2YiS3v
| 2024-08-13 | p5XKznNBlNUnEmcKPORR | stock  | BUY  | 550    | 550      | 1     | 1     | 277        | ...transactions/p5XKznNBlNUnEmcKPORR
| 2024-08-13 | onoMKHK4tzJsS4DDcQxw | stock  | SELL | -550   | -550     | 1     | 1     | -273       | ...transactions/onoMKHK4tzJsS4DDcQxw
| 2024-08-13 | 4cTj96o8BxWaIBnSwXxL | stock  | BUY  | 250    | 250      | 1     | 1     | -23        | ...transactions/4cTj96o8BxWaIBnSwXxL
| 2024-08-13 | DoN98Z5uihXIoXp0eoHg | stock  | SELL | -250   | -250     | 1     | 1     | -273       | ...transactions/DoN98Z5uihXIoXp0eoHg
| 2024-08-14 | LKeG5HY0L2aH8fMwQBpa | stock  | BUY  | 300    | 300      | 1     | 1     | 27         | ...transactions/LKeG5HY0L2aH8fMwQBpa
| 2024-08-14 | c55hJPOOEvcmIO4Lk7Rx | stock  | BUY  | 150    | 150      | 1     | 1     | 177        | ...transactions/c55hJPOOEvcmIO4Lk7Rx
| 2024-08-14 | SVnCN3vO51IOenpyNIYJ | stock  | BUY  | 150    | 150      | 1     | 1     | 327        | ...transactions/SVnCN3vO51IOenpyNIYJ
| 2024-08-14 | Ul11aGFJ2XGtUPV0hAOM | stock  | BUY  | 150    | 150      | 1     | 1     | 477        | ...transactions/Ul11aGFJ2XGtUPV0hAOM
| 2024-08-15 | P9cA2Ghvfn8Wqlzz0ITS | stock  | SELL | -750   | -750     | 1     | 1     | -273       | ...transactions/P9cA2Ghvfn8Wqlzz0ITS
| 2024-08-15 | XrsdDH8CT8FgGn5QRHSr | stock  | BUY  | 250    | 250      | 1     | 1     | -23        | ...transactions/XrsdDH8CT8FgGn5QRHSr
| 2024-08-15 | IYtUgjD9w15ah1qx0Flj | stock  | BUY  | 250    | 250      | 1     | 1     | 227        | ...transactions/IYtUgjD9w15ah1qx0Flj
| 2024-08-15 | eVJn7WIC8iBxE1WvcRVK | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/eVJn7WIC8iBxE1WvcRVK
| 2024-08-15 | HUCQs2PPZ9tvTWObwgGR | stock  | BUY  | 500    | 500      | 1     | 1     | 227        | ...transactions/HUCQs2PPZ9tvTWObwgGR
| 2024-08-15 | KQl2cTYle725YxkItMS7 | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/KQl2cTYle725YxkItMS7
| 2024-08-15 | 7mrC0kib8LmkigkDKhmX | stock  | SHORT | -300   | -300     | 1     | 1     | -573       | ...transactions/7mrC0kib8LmkigkDKhmX
| 2024-08-15 | rCcV9Q8K43vqQtGbehOr | stock  | COVER | 300    | 300      | 1     | 1     | -273       | ...transactions/rCcV9Q8K43vqQtGbehOr
| 2024-08-16 | UGAzPfXAQPYsWciifPsw | stock  | SHORT | -500   | -500     | 1     | 1     | -773       | ...transactions/UGAzPfXAQPYsWciifPsw
| 2024-08-16 | 4tySlxo2Qz4jfWaTod5B | stock  | COVER | 500    | 500      | 1     | 1     | -273       | ...transactions/4tySlxo2Qz4jfWaTod5B
| 2024-08-16 | mwFUcZYHpwifKw3rVvf0 | stock  | SHORT | -500   | -500     | 1     | 1     | -773       | ...transactions/mwFUcZYHpwifKw3rVvf0
| 2024-08-16 | cCfna6cJ3SoDesQTbdCD | stock  | COVER | 500    | 500      | 1     | 1     | -273       | ...transactions/cCfna6cJ3SoDesQTbdCD
| 2024-08-16 | dSd9HViX5QUhmyoBKJyf | stock  | BUY  | 500    | 500      | 1     | 1     | 227        | ...transactions/dSd9HViX5QUhmyoBKJyf
| 2024-08-16 | 2nDcXKYTgcPIjG5rhIUf | stock  | SELL | -500   | -500     | 1     | 1     | -273       | ...transactions/2nDcXKYTgcPIjG5rhIUf
| 2024-08-20 | V5g5AZFJ964LP0wKZjGM | stock  | BUY  | 70     | 70       | 1     | 1     | -203       | ...transactions/V5g5AZFJ964LP0wKZjGM
| 2024-08-20 | 0NW42cCwxHlVlPh54iGQ | stock  | BUY  | 70     | 70       | 1     | 1     | -133       | ...transactions/0NW42cCwxHlVlPh54iGQ
| 2024-08-20 | Kg3bFFTI2djC2kvzWhoT | stock  | BUY  | 70     | 70       | 1     | 1     | -63        | ...transactions/Kg3bFFTI2djC2kvzWhoT
| 2024-08-20 | 9JRyGfWGaS3DvuFdYEY3 | stock  | BUY  | 70     | 70       | 1     | 1     | 7          | ...transactions/9JRyGfWGaS3DvuFdYEY3
| 2024-08-20 | yE06wvL1K1KN15vZERBX | stock  | BUY  | 140    | 140      | 1     | 1     | 147        | ...transactions/yE06wvL1K1KN15vZERBX
| 2024-08-20 | 6hWVBoZ0YTHcanOlfbUN | stock  | SELL | -350   | -350     | 1     | 1     | -203       | ...transactions/6hWVBoZ0YTHcanOlfbUN
| 2024-08-21 | 3kxWXqRnLiH5W6RfwhZO | stock  | BUY  | 140    | 140      | 1     | 1     | -63        | ...transactions/3kxWXqRnLiH5W6RfwhZO
| 2024-08-21 | kb15rTz9vraKixRnhsZR | stock  | SELL | -140   | -140     | 1     | 1     | -203       | ...transactions/kb15rTz9vraKixRnhsZR
| 2024-08-21 | sf76OhMDQemUOkn0e0kM | stock  | SELL | -70    | -70      | 1     | 1     | -273       | ...transactions/sf76OhMDQemUOkn0e0kM
| 2024-08-21 | EmqW4YMstoW0QCxKWZpj | stock  | SHORT | -150   | -150     | 1     | 1     | -423       | ...transactions/EmqW4YMstoW0QCxKWZpj
| 2024-08-21 | vgfJ3Wg2aJiklWdKqXWM | stock  | SHORT | -60    | -60      | 1     | 1     | -483       | ...transactions/vgfJ3Wg2aJiklWdKqXWM
| 2024-08-21 | Zj0Lca7mpxiNHBVaDdst | stock  | SHORT | -70    | -70      | 1     | 1     | -553       | ...transactions/Zj0Lca7mpxiNHBVaDdst
| 2024-08-21 | 7ch5DbxylIpZtLh58gD9 | stock  | COVER | 280    | 280      | 1     | 1     | -273       | ...transactions/7ch5DbxylIpZtLh58gD9
| 2024-08-21 | 1DxQh6JMUz4NYOsD7OWk | stock  | BUY  | 140    | 140      | 1     | 1     | -133       | ...transactions/1DxQh6JMUz4NYOsD7OWk
| 2024-08-21 | aAnmFkLdN0mmFr1q0zYL | stock  | BUY  | 140    | 140      | 1     | 1     | 7          | ...transactions/aAnmFkLdN0mmFr1q0zYL
| 2024-08-21 | bf1LJaUR2dXSo5CWUPXC | stock  | SELL | -280   | -280     | 1     | 1     | -273       | ...transactions/bf1LJaUR2dXSo5CWUPXC
| 2024-08-21 | tRQBzsmMvbO6ooZaTAfv | stock  | BUY  | 210    | 210      | 1     | 1     | -63        | ...transactions/tRQBzsmMvbO6ooZaTAfv
| 2024-08-21 | nrWd9XDzUxFXbt95RQ9c | stock  | BUY  | 70     | 70       | 1     | 1     | 7          | ...transactions/nrWd9XDzUxFXbt95RQ9c
| 2024-08-21 | zSlBmyudSSPMxQi4TtyU | stock  | BUY  | 70     | 70       | 1     | 1     | 77         | ...transactions/zSlBmyudSSPMxQi4TtyU
| 2024-08-21 | G4xDIo2tyvW8v7YcRTBq | stock  | SELL | -350   | -350     | 1     | 1     | -273       | ...transactions/G4xDIo2tyvW8v7YcRTBq
| 2024-08-21 | RCCQtTYfg1OfyLlHbc1A | stock  | SHORT | -280   | -280     | 1     | 1     | -553       | ...transactions/RCCQtTYfg1OfyLlHbc1A
| 2024-08-21 | u0NRLGEujW7t6jqzr7l5 | stock  | SHORT | -140   | -140     | 1     | 1     | -693       | ...transactions/u0NRLGEujW7t6jqzr7l5
| 2024-08-21 | SptTXIQhTTWl2Odedazc | stock  | COVER | 420    | 420      | 1     | 1     | -273       | ...transactions/SptTXIQhTTWl2Odedazc
| 2024-08-21 | PIwTB4Wq0BrtYf3IrEt0 | stock  | BUY  | 210    | 210      | 1     | 1     | -63        | ...transactions/PIwTB4Wq0BrtYf3IrEt0
| 2024-08-21 | Tb6nAsctzkxyqSptEOXp | stock  | BUY  | 70     | 70       | 1     | 1     | 7          | ...transactions/Tb6nAsctzkxyqSptEOXp
| 2024-08-21 | KFc9ggJbr0PSv5Fvdygo | stock  | BUY  | 70     | 70       | 1     | 1     | 77         | ...transactions/KFc9ggJbr0PSv5Fvdygo
| 2024-08-21 | iUTekjknYLSlzzHsl4al | stock  | BUY  | 140    | 140      | 1     | 1     | 217        | ...transactions/iUTekjknYLSlzzHsl4al
| 2024-08-21 | kpJ0jIYJ6pOJTUvsNXLX | stock  | SELL | -490   | -490     | 1     | 1     | -273       | ...transactions/kpJ0jIYJ6pOJTUvsNXLX
| 2024-08-22 | KRklmrSJNIOB5te6zuhN | stock  | BUY  | 210    | 210      | 1     | 1     | -63        | ...transactions/KRklmrSJNIOB5te6zuhN
| 2024-08-22 | yX5BO68rjXTKAFy36snw | stock  | BUY  | 70     | 70       | 1     | 1     | 7          | ...transactions/yX5BO68rjXTKAFy36snw
| 2024-08-22 | 5p3YfN45kbt7tqxcTDqP | stock  | BUY  | 140    | 140      | 1     | 1     | 147        | ...transactions/5p3YfN45kbt7tqxcTDqP
| 2024-08-22 | WruTUXE6D3fR7NAPAJvP | stock  | BUY  | 70     | 70       | 1     | 1     | 217        | ...transactions/WruTUXE6D3fR7NAPAJvP
